"","V3","V4"
"1","m/z","RT"
"1064","475.3087","2.91"
"1065","528.2995","2.91"
"1066","696.4373","2.91"
"1067","701.3916","2.91"
"1068","717.3666","2.91"
"1069","780.4583","2.91"
"1070","801.3883","2.91"
"1071","812.4849","2.91"
"1072","814.5002","2.91"
"1073","223.1798","2.92"
"1074","243.0876","2.92"
"1075","252.1425","2.92"
"1076","311.1399","2.92"
"1077","321.1310","2.92"
"1078","333.1205","2.92"
"1079","337.1046","2.92"
"1080","344.2183","2.92"
"1081","348.1440","2.92"
"1082","371.1484","2.92"
"1083","371.5750","2.92"
"1084","371.9095","2.92"
"1085","387.1560","2.92"
"1086","388.1865","2.92"
"1087","413.9164","2.92"
"1088","419.2574","2.92"
"1089","424.9329","2.92"
"1090","425.2673","2.92"
"1091","426.5854","2.92"
"1092","426.7322","2.92"
"1093","426.9196","2.92"
"1094","431.9096","2.92"
"1095","437.1713","2.92"
"1096","454.1974","2.92"
"1097","475.8119","2.92"
"1098","480.8014","2.92"
"1099","496.3041","2.92"
"1100","496.8058","2.92"
"1101","503.2780","2.92"
"1102","506.7691","2.92"
"1103","519.2720","2.92"
"1104","531.3255","2.92"
"1105","531.8268","2.92"
"1106","548.3460","2.92"
"1107","548.8477","2.92"
"1108","577.0374","2.92"
"1109","599.3620","2.92"
"1110","619.8690","2.92"
"1111","620.3699","2.92"
"1112","628.3825","2.92"
"1113","628.8841","2.92"
"1114","631.3621","2.92"
"1115","638.8471","2.92"
"1116","639.3483","2.92"
"1117","256.1310","2.93"
"1118","342.1202","2.93"
"1119","384.0817","2.93"
"1120","399.1201","2.93"
"1121","413.5819","2.93"
"1122","428.5917","2.93"
"1123","470.2611","2.93"
"1124","489.3145","2.93"
"1125","489.8162","2.93"
"1126","491.7920","2.93"
"1127","492.2941","2.93"
"1128","499.7791","2.93"
"1129","500.2809","2.93"
"1130","636.3798","2.93"
"1131","660.8603","2.93"
"1132","960.5946","2.93"
"1133","981.5240","2.93"
"1134","262.1592","2.94"
"1135","280.1696","2.94"
"1136","357.1322","2.94"
"1137","378.0617","2.94"
"1138","386.5850","2.94"
"1139","390.2149","2.94"
"1140","408.2520","2.94"
"1141","433.9330","2.94"
"1142","441.2601","2.94"
"1143","446.5850","2.94"
"1144","446.9194","2.94"
"1145","447.2535","2.94"
"1146","465.1991","2.94"
"1147","570.8607","2.94"
"1148","639.3267","2.94"
"1149","650.8973","2.94"
"1150","661.3621","2.94"
"1151","749.5153","2.94"
"1152","272.1851","2.95"
"1153","299.1256","2.95"
"1154","362.2220","2.95"
"1155","362.7235","2.95"
"1156","370.7355","2.95"
"1157","379.2488","2.95"
"1158","379.7505","2.95"
"1159","381.7265","2.95"
"1160","382.2280","2.95"
"1161","389.7133","2.95"
"1162","412.7461","2.95"
"1163","413.2484","2.95"
"1164","421.2593","2.95"
"1165","421.7611","2.95"
"1166","428.2558","2.95"
"1167","428.9260","2.95"
"1168","429.7672","2.95"
"1169","431.7248","2.95"
"1170","434.2674","2.95"
"1171","438.2804","2.95"
"1172","438.7821","2.95"
"1173","439.6085","2.95"
"1174","439.9430","2.95"
"1175","441.5947","2.95"
"1176","442.1971","2.95"
"1177","443.2178","2.95"
"1178","448.7449","2.95"
"1179","449.2465","2.95"
"1180","481.1736","2.95"
"1181","488.2385","2.95"
"1182","521.2978","2.95"
"1183","570.3591","2.95"
"1184","578.3746","2.95"
"1185","650.3955","2.95"
"1186","650.7485","2.95"
"1187","682.2867","2.95"
"1188","740.4634","2.95"
"1189","761.3926","2.95"
"1190","824.4846","2.95"
"1191","858.5262","2.95"
"1192","237.1849","2.96"
"1193","279.1199","2.96"
"1194","328.1908","2.96"
"1195","330.0740","2.96"
"1196","352.0944","2.96"
"1197","372.1310","2.96"
"1198","393.2125","2.96"
"1199","460.3121","2.96"
"1200","461.9288","2.96"
"1201","502.8145","2.96"
"1202","511.3278","2.96"
"1203","511.8294","2.96"
"1204","518.3173","2.96"
"1205","518.8189","2.96"
"1206","520.7955","2.96"
"1207","522.2939","2.96"
"1208","528.7821","2.96"
"1209","530.8442","2.96"
"1210","548.3639","2.96"
"1211","553.3382","2.96"
"1212","575.2802","2.96"
"1213","622.3800","2.96"
"1214","663.8947","2.96"
"1215","749.1645","2.96"
"1216","766.1912","2.96"
"1217","1004.6213","2.96"
"1218","1025.5498","2.96"
"1219","276.1387","2.97"
"1220","346.1223","2.97"
"1221","442.9323","2.97"
"1222","448.6084","2.97"
"1223","448.9428","2.97"
"1224","454.2839","2.97"
"1225","454.6183","2.97"
"1226","454.9527","2.97"
"1227","455.9362","2.97"
"1228","456.6047","2.97"
"1229","461.2607","2.97"
"1230","468.2707","2.97"
"1231","513.8054","2.97"
"1232","521.7924","2.97"
"1233","563.0154","2.97"
"1234","642.3870","2.97"
"1235","658.3775","2.97"
"1236","672.4086","2.97"
"1237","672.9103","2.97"
"1238","675.3877","2.97"
"1239","682.8731","2.97"
"1240","683.3749","2.97"
"1241","693.3625","2.97"
"1242","798.5042","2.97"
"1243","237.1849","2.98"
"1244","253.1798","2.98"
"1245","314.1595","2.98"
"1246","336.1909","2.98"
"1247","384.2354","2.98"
"1248","389.1897","2.98"
"1249","403.1632","2.98"
"1250","419.1370","2.98"
"1251","430.2657","2.98"
"1252","437.5892","2.98"
"1253","443.2726","2.98"
"1254","443.7743","2.98"
"1255","451.7802","2.98"
"1256","457.9418","2.98"
"1257","460.2935","2.98"
"1258","460.7952","2.98"
"1259","461.5949","2.98"
"1260","470.7586","2.98"
"1261","470.9458","2.98"
"1262","471.2798","2.98"
"1263","515.1811","2.98"
"1264","540.8321","2.98"
"1265","550.7950","2.98"
"1266","551.2970","2.98"
"1267","578.0252","2.98"
"1268","586.3789","2.98"
"1269","592.3699","2.98"
"1270","592.8740","2.98"
"1271","680.4064","2.98"
"1272","727.4372","2.98"
"1273","868.5108","2.98"
"1274","237.1023","2.99"
"1275","273.0733","2.99"
"1276","277.0947","2.99"
"1277","293.0685","2.99"
"1278","325.1758","2.99"
"1279","347.1575","2.99"
"1280","392.7486","2.99"
"1281","401.2620","2.99"
"1282","401.7636","2.99"
"1283","403.7396","2.99"
"1284","404.2414","2.99"
"1285","411.7266","2.99"
"1286","412.2285","2.99"
"1287","434.7595","2.99"
"1288","441.3077","2.99"
"1289","463.2837","2.99"
"1290","463.6183","2.99"
"1291","469.2938","2.99"
"1292","471.2791","2.99"
"1293","475.9359","2.99"
"1294","476.6042","2.99"
"1295","532.8211","2.99"
"1296","536.3200","2.99"
"1297","540.3304","2.99"
"1298","542.8083","2.99"
"1299","575.3511","2.99"
"1300","622.3996","2.99"
"1301","724.4589","2.99"
"1302","725.1282","2.99"
"1303","784.4896","2.99"
"1304","805.4189","2.99"
"1305","902.5526","2.99"
"1306","1048.6471","2.99"
"1307","214.1434","3.00"
"1308","214.1719","3.00"
"1309","246.1598","3.00"
"1310","257.0811","3.00"
"1311","279.0633","3.00"
"1312","286.2010","3.00"
"1313","295.0370","3.00"
"1314","301.1176","3.00"
"1315","315.1498","3.00"
"1316","332.1487","3.00"
"1317","361.5719","3.00"
"1318","361.9063","3.00"
"1319","384.7370","3.00"
"1320","415.6014","3.00"
"1321","415.9358","3.00"
"1322","433.1735","3.00"
"1323","457.6078","3.00"
"1324","468.9594","3.00"
"1325","469.6282","3.00"
"1326","485.6210","3.00"
"1327","486.2241","3.00"
"1328","498.8034","3.00"
"1329","499.2556","3.00"
"1330","523.6610","3.00"
"1331","523.9955","3.00"
"1332","524.3431","3.00"
"1333","533.3408","3.00"
"1334","533.8425","3.00"
"1335","535.8184","3.00"
"1336","543.8057","3.00"
"1337","544.3074","3.00"
"1338","553.8321","3.00"
"1339","577.6905","3.00"
"1340","586.8801","3.00"
"1341","592.7004","3.00"
"1342","593.0349","3.00"
"1343","606.3159","3.00"
"1344","614.3853","3.00"
"1345","614.8869","3.00"
"1346","641.9115","3.00"
"1347","644.2715","3.00"
"1348","694.4216","3.00"
"1349","694.9234","3.00"
"1350","704.8863","3.00"
"1351","705.3878","3.00"
"1352","1069.5767","3.00"
"1353","267.1229","3.01"
"1354","285.1091","3.01"
"1355","315.1221","3.01"
"1356","317.1351","3.01"
"1357","346.0864","3.01"
"1358","349.2007","3.01"
"1359","361.1521","3.01"
"1360","375.2074","3.01"
"1361","385.2118","3.01"
"1362","395.3387","3.01"
"1363","407.1940","3.01"
"1364","411.1914","3.01"
"1365","423.1680","3.01"
"1366","473.7933","3.01"
"1367","476.2700","3.01"
"1368","477.9592","3.01"
"1369","482.3067","3.01"
"1370","482.8084","3.01"
"1371","484.3035","3.01"
"1372","485.9555","3.01"
"1373","492.7715","3.01"
"1374","494.1530","3.01"
"1375","524.8275","3.01"
"1376","542.3201","3.01"
"1377","562.3433","3.01"
"1378","562.8450","3.01"
"1379","572.8081","3.01"
"1380","573.3094","3.01"
"1381","591.6913","3.01"
"1382","607.7100","3.01"
"1383","611.3427","3.01"
"1384","636.8997","3.01"
"1385","726.8994","3.01"
"1386","233.0784","3.02"
"1387","249.0518","3.02"
"1388","376.2472","3.02"
"1389","378.1319","3.02"
"1390","380.2176","3.02"
"1391","414.7618","3.02"
"1392","419.1721","3.02"
"1393","423.2750","3.02"
"1394","423.7767","3.02"
"1395","425.7528","3.02"
"1396","433.7398","3.02"
"1397","434.2415","3.02"
"1398","452.2784","3.02"
"1399","456.7725","3.02"
"1400","465.2857","3.02"
"1401","465.7875","3.02"
"1402","475.7512","3.02"
"1403","476.2672","3.02"
"1404","483.6348","3.02"
"1405","483.9692","3.02"
"1406","485.2872","3.02"
"1407","491.2796","3.02"
"1408","513.1881","3.02"
"1409","538.3363","3.02"
"1410","538.6713","3.02"
"1411","547.3423","3.02"
"1412","555.3540","3.02"
"1413","555.8555","3.02"
"1414","561.3187","3.02"
"1415","565.8190","3.02"
"1416","566.3199","3.02"
"1417","568.3501","3.02"
"1418","605.6976","3.02"
"1419","607.0412","3.02"
"1420","716.4347","3.02"
"1421","716.9363","3.02"
"1422","724.4330","3.02"
"1423","828.5159","3.02"
"1424","849.4452","3.02"
"1425","912.5370","3.02"
"1426","1092.6739","3.02"
"1427","217.1542","3.03"
"1428","295.1442","3.03"
"1429","370.9062","3.03"
"1430","375.2615","3.03"
"1431","375.7631","3.03"
"1432","376.9158","3.03"
"1433","389.9067","3.03"
"1434","390.2408","3.03"
"1435","408.1653","3.03"
"1436","430.6112","3.03"
"1437","441.2021","3.03"
"1438","463.1840","3.03"
"1439","472.6175","3.03"
"1440","479.1581","3.03"
"1441","499.2550","3.03"
"1442","502.6575","3.03"
"1443","504.3382","3.03"
"1444","505.2865","3.03"
"1445","546.8403","3.03"
"1446","557.8317","3.03"
"1447","575.8438","3.03"
"1448","577.3066","3.03"
"1449","586.8342","3.03"
"1450","594.8213","3.03"
"1451","621.7166","3.03"
"1452","748.9123","3.03"
"1453","749.4137","3.03"
"1454","749.5153","3.03"
"1455","229.0497","3.04"
"1456","267.0060","3.04"
"1457","319.1283","3.04"
"1458","322.2003","3.04"
"1459","367.0577","3.04"
"1460","368.2536","3.04"
"1461","368.7554","3.04"
"1462","379.9054","3.04"
"1463","386.2507","3.04"
"1464","390.9225","3.04"
"1465","396.2514","3.04"
"1466","427.3013","3.04"
"1467","448.2675","3.04"
"1468","468.2492","3.04"
"1469","475.2932","3.04"
"1470","487.2993","3.04"
"1471","487.8005","3.04"
"1472","492.6346","3.04"
"1473","495.8060","3.04"
"1474","498.3101","3.04"
"1475","498.6446","3.04"
"1476","500.6310","3.04"
"1477","504.3196","3.04"
"1478","504.8213","3.04"
"1479","507.2948","3.04"
"1480","539.3453","3.04"
"1481","577.3669","3.04"
"1482","577.8686","3.04"
"1483","579.8446","3.04"
"1484","580.3463","3.04"
"1485","584.3565","3.04"
"1486","584.8583","3.04"
"1487","587.3363","3.04"
"1488","587.8319","3.04"
"1489","588.3333","3.04"
"1490","615.3337","3.04"
"1491","622.0512","3.04"
"1492","635.0483","3.04"
"1493","636.4151","3.04"
"1494","636.7265","3.04"
"1495","670.4059","3.04"
"1496","682.6831","3.04"
"1497","682.9332","3.04"
"1498","686.3995","3.04"
"1499","697.9475","3.04"
"1500","735.4995","3.04"
"1501","738.4476","3.04"
"1502","738.9494","3.04"
"1503","956.5640","3.04"
"1504","225.1484","3.05"
"1505","240.1569","3.05"
"1506","251.0317","3.05"
"1507","277.1069","3.05"
"1508","295.1327","3.05"
"1509","308.1842","3.05"
"1510","309.1808","3.05"
"1511","317.0994","3.05"
"1512","325.1543","3.05"
"1513","333.0733","3.05"
"1514","343.7219","3.05"
"1515","351.1954","3.05"
"1516","363.1102","3.05"
"1517","369.2060","3.05"
"1518","379.5719","3.05"
"1519","381.1695","3.05"
"1520","382.2215","3.05"
"1521","385.5814","3.05"
"1522","385.9158","3.05"
"1523","399.1800","3.05"
"1524","404.5821","3.05"
"1525","410.2578","3.05"
"1526","420.1768","3.05"
"1527","421.2010","3.05"
"1528","436.7749","3.05"
"1529","439.2118","3.05"
"1530","445.2882","3.05"
"1531","445.7899","3.05"
"1532","447.7661","3.05"
"1533","455.7529","3.05"
"1534","457.2221","3.05"
"1535","474.2488","3.05"
"1536","479.2042","3.05"
"1537","485.3261","3.05"
"1538","488.2645","3.05"
"1539","495.1781","3.05"
"1540","502.2796","3.05"
"1541","513.3201","3.05"
"1542","513.6544","3.05"
"1543","515.2753","3.05"
"1544","515.3062","3.05"
"1545","516.2604","3.05"
"1546","520.6306","3.05"
"1547","521.3471","3.05"
"1548","529.9815","3.05"
"1549","538.2411","3.05"
"1550","538.3735","3.05"
"1551","597.8570","3.05"
"1552","606.3695","3.05"
"1553","608.8474","3.05"
"1554","616.8341","3.05"
"1555","636.3929","3.05"
"1556","692.2861","3.05"
"1557","708.2600","3.05"
"1558","752.9807","3.05"
"1559","753.4817","3.05"
"1560","768.4582","3.05"
"1561","872.5422","3.05"
"1562","893.4711","3.05"
"1563","354.1005","3.06"
"1564","398.9076","3.06"
"1565","446.3114","3.06"
"1566","494.7871","3.06"
"1567","507.3101","3.06"
"1568","512.9856","3.06"
"1569","517.8187","3.06"
"1570","519.9620","3.06"
"1571","526.3328","3.06"
"1572","526.8346","3.06"
"1573","539.6802","3.06"
"1574","540.0147","3.06"
"1575","575.8439","3.06"
"1576","598.3589","3.06"
"1577","606.8712","3.06"
"1578","617.3359","3.06"
"1579","728.4473","3.06"
"1580","760.4608","3.06"
"1581","760.9625","3.06"
"1582","770.9250","3.06"
"1583","771.4268","3.06"
"1584","792.9381","3.06"
"1585","251.1642","3.07"
"1586","259.2015","3.07"
"1587","278.2114","3.07"
"1588","281.1834","3.07"
"1589","297.1574","3.07"
"1590","324.2541","3.07"
"1591","326.2113","3.07"
"1592","330.2274","3.07"
"1593","336.2535","3.07"
"1594","404.2103","3.07"
"1595","405.9325","3.07"
"1596","413.1198","3.07"
"1597","415.1165","3.07"
"1598","419.2574","3.07"
"1599","424.9330","3.07"
"1600","425.2674","3.07"
"1601","431.9098","3.07"
"1602","432.2437","3.07"
"1603","497.3064","3.07"
"1604","509.3120","3.07"
"1605","509.8138","3.07"
"1606","521.9856","3.07"
"1607","527.6611","3.07"
"1608","527.9955","3.07"
"1609","534.6375","3.07"
"1610","535.3059","3.07"
"1611","543.8067","3.07"
"1612","544.3291","3.07"
"1613","549.2930","3.07"
"1614","563.2938","3.07"
"1615","563.7953","3.07"
"1616","565.7711","3.07"
"1617","566.2728","3.07"
"1618","573.7578","3.07"
"1619","574.2595","3.07"
"1620","595.3244","3.07"
"1621","599.3800","3.07"
"1622","599.8817","3.07"
"1623","601.8581","3.07"
"1624","609.8449","3.07"
"1625","610.3463","3.07"
"1626","619.8695","3.07"
"1627","631.3624","3.07"
"1628","649.7237","3.07"
"1629","651.0662","3.07"
"1630","666.0772","3.07"
"1631","711.4554","3.07"
"1632","782.9756","3.07"
"1633","793.4408","3.07"
"1634","214.1212","3.08"
"1635","256.1309","3.08"
"1636","268.1691","3.08"
"1637","275.1304","3.08"
"1638","292.1694","3.08"
"1639","303.1337","3.08"
"1640","304.1176","3.08"
"1641","321.1441","3.08"
"1642","323.1242","3.08"
"1643","339.0983","3.08"
"1644","340.2249","3.08"
"1645","356.2172","3.08"
"1646","391.1628","3.08"
"1647","399.9225","3.08"
"1648","400.5912","3.08"
"1649","405.5980","3.08"
"1650","407.2501","3.08"
"1651","413.5818","3.08"
"1652","413.9162","3.08"
"1653","424.2475","3.08"
"1654","426.5853","3.08"
"1655","428.2169","3.08"
"1656","458.7880","3.08"
"1657","467.3013","3.08"
"1658","467.8032","3.08"
"1659","469.7793","3.08"
"1660","470.2808","3.08"
"1661","477.7663","3.08"
"1662","478.2676","3.08"
"1663","528.3298","3.08"
"1664","529.3140","3.08"
"1665","529.6474","3.08"
"1666","548.3455","3.08"
"1667","548.3635","3.08"
"1668","548.8475","3.08"
"1669","569.3303","3.08"
"1670","577.0371","3.08"
"1671","628.3825","3.08"
"1672","628.8841","3.08"
"1673","638.3868","3.08"
"1674","638.8471","3.08"
"1675","664.3985","3.08"
"1676","665.7428","3.08"
"1677","679.0745","3.08"
"1678","680.7525","3.08"
"1679","782.4740","3.08"
"1680","812.4853","3.08"
"1681","883.4115","3.08"
"1682","905.3938","3.08"
"1683","916.5686","3.08"
"1684","937.4979","3.08"
"1685","246.1598","3.09"
"1686","353.2069","3.09"
"1687","358.1321","3.09"
"1688","368.3626","3.09"
"1689","371.5759","3.09"
"1690","420.2733","3.09"
"1691","428.9264","3.09"
"1692","446.5850","3.09"
"1693","446.9195","3.09"
"1694","458.2761","3.09"
"1695","474.1735","3.09"
"1696","478.9845","3.09"
"1697","504.0668","3.09"
"1698","506.2784","3.09"
"1699","521.3341","3.09"
"1700","531.8267","3.09"
"1701","542.3365","3.09"
"1702","542.6709","3.09"
"1703","543.0052","3.09"
"1704","549.9817","3.09"
"1705","551.3363","3.09"
"1706","559.3027","3.09"
"1707","631.8580","3.09"
"1708","650.3953","3.09"
"1709","680.4182","3.09"
"1710","804.4869","3.09"
"1711","804.9887","3.09"
"1712","808.3879","3.09"
"1713","211.0941","3.10"
"1714","255.0650","3.10"
"1715","277.0470","3.10"
"1716","293.0208","3.10"
"1717","354.0714","3.10"
"1718","358.2949","3.10"
"1719","374.2455","3.10"
"1720","389.1937","3.10"
"1721","392.0271","3.10"
"1722","414.5978","3.10"
"1723","420.6078","3.10"
"1724","422.5180","3.10"
"1725","427.5842","3.10"
"1726","428.2570","3.10"
"1727","428.5917","3.10"
"1728","434.9487","3.10"
"1729","439.6085","3.10"
"1730","439.9429","3.10"
"1731","441.2602","3.10"
"1732","441.5951","3.10"
"1733","480.8013","3.10"
"1734","489.3145","3.10"
"1735","489.8162","3.10"
"1736","490.1295","3.10"
"1737","499.7792","3.10"
"1738","515.0734","3.10"
"1739","525.1942","3.10"
"1740","536.6608","3.10"
"1741","549.3129","3.10"
"1742","557.6806","3.10"
"1743","562.0063","3.10"
"1744","563.0152","3.10"
"1745","564.3224","3.10"
"1746","571.8636","3.10"
"1747","612.3031","3.10"
"1748","621.3931","3.10"
"1749","621.8947","3.10"
"1750","623.8708","3.10"
"1751","632.3595","3.10"
"1752","642.3228","3.10"
"1753","650.8972","3.10"
"1754","652.8743","3.10"
"1755","660.8603","3.10"
"1756","680.4418","3.10"
"1757","693.7497","3.10"
"1758","695.0934","3.10"
"1759","695.7624","3.10"
"1760","745.0906","3.10"
"1761","764.4448","3.10"
"1762","960.5946","3.10"
"1763","216.0957","3.11"
"1764","347.1947","3.11"
"1765","349.2010","3.11"
"1766","358.1033","3.11"
"1767","367.2117","3.11"
"1768","376.0531","3.11"
"1769","384.2385","3.11"
"1770","386.2516","3.11"
"1771","386.5849","3.11"
"1772","388.1759","3.11"
"1773","389.1471","3.11"
"1774","405.1678","3.11"
"1775","408.9231","3.11"
"1776","412.1240","3.11"
"1777","426.1315","3.11"
"1778","427.2499","3.11"
"1779","436.6006","3.11"
"1780","437.2721","3.11"
"1781","437.7744","3.11"
"1782","441.9258","3.11"
"1783","442.9324","3.11"
"1784","443.6013","3.11"
"1785","454.2839","3.11"
"1786","454.6183","3.11"
"1787","455.9362","3.11"
"1788","456.2702","3.11"
"1789","465.3212","3.11"
"1790","475.2526","3.11"
"1791","491.7918","3.11"
"1792","503.2774","3.11"
"1793","508.1680","3.11"
"1794","511.2549","3.11"
"1795","516.2960","3.11"
"1796","516.7987","3.11"
"1797","526.5815","3.11"
"1798","536.8356","3.11"
"1799","537.5879","3.11"
"1800","552.0053","3.11"
"1801","557.3462","3.11"
"1802","558.9981","3.11"
"1803","561.6714","3.11"
"1804","563.9881","3.11"
"1805","570.3588","3.11"
"1806","573.6742","3.11"
"1807","577.0167","3.11"
"1808","590.3209","3.11"
"1809","593.3115","3.11"
"1810","600.8246","3.11"
"1811","603.3140","3.11"
"1812","642.3836","3.11"
"1813","643.4061","3.11"
"1814","643.9078","3.11"
"1815","645.8840","3.11"
"1816","646.3847","3.11"
"1817","653.8709","3.11"
"1818","672.9103","3.11"
"1819","709.7688","3.11"
"1820","826.5001","3.11"
"1821","827.0020","3.11"
"1822","849.0149","3.11"
"1823","901.3629","3.11"
"1824","981.5238","3.11"
"1825","216.1591","3.12"
"1826","238.1413","3.12"
"1827","264.1600","3.12"
"1828","274.2010","3.12"
"1829","285.0749","3.12"
"1830","317.1498","3.12"
"1831","323.0309","3.12"
"1832","325.1763","3.12"
"1833","347.1857","3.12"
"1834","400.2688","3.12"
"1835","418.2124","3.12"
"1836","429.2730","3.12"
"1837","429.9415","3.12"
"1838","435.2833","3.12"
"1839","436.9350","3.12"
"1840","457.9422","3.12"
